wavelength,violet_390_22,blue_440_20,cyan_475_28,Teal_510_25,green_555_28,yellow_575_25,Red_635_22,nIR_740_20
350.0,0.1455883673778735,,,,,,,
351.0,0.1322517655026168,,,,,,,
352.0,0.1257903394475579,,,,,,,
353.0,0.1238218763424083,,,,,,,
354.0,0.1255347938633058,,,,,,,
355.0,0.1293185749128461,,,,,,,
356.0,0.1363795599208679,,,,,,,
357.0,0.1554772877031937,,,,,,,
358.0,0.1895251763770357,,,,,,,
359.0,0.2204840371208265,,,,,,,
360.0,0.2270547770513222,,,,,,,
361.0,0.2160927100479603,,,,,,,
362.0,0.2144077635402791,,,,,,,
363.0,0.2295457995217294,,,,,,,
364.0,0.2437274366947823,,,,,,,
365.0,0.2479725076584145,,,,,,,
366.0,0.2534557046638802,,,,,,,
367.0,0.2644369829301723,,,,,,,
368.0,0.2701575634749607,,,,,,,
369.0,0.2708971564304083,,,,,,,
370.0,0.2822010244978592,,,,,,,
371.0,0.3062615615576506,,,,,,,
372.0,0.3284148968299851,,,,,,,
373.0,0.3434329966204241,,,,,,,
374.0,0.3560088097099215,,,,,,,
375.0,0.3799051482193172,,,,,,,
376.0,0.5064056699844077,,,,,,,
377.0,0.9499127216525376,,,,,,,
378.0,1.893129447892308,,,,,,,
379.0,3.244563616089523,,,,,,,
380.0,4.687947410881519,,,,,,,
381.0,6.06984397263825,,,,,,,
382.0,7.614440183341504,,,,,,,
383.0,9.619080715566875,,,,,,,
384.0,12.0603968654573,,,,,,,
385.0,14.70060700899363,,,,,,,
386.0,17.47641945338249,,,,,,,
387.0,20.47922580391169,,,,,,,
388.0,23.56031546443701,,,,,,,
389.0,26.33681502461434,,,,,,,
390.0,28.75400091731548,,,,,,,
391.0,31.26914869976044,,,,,,,
392.0,34.08246100884676,,,,,,,
393.0,36.35638742399216,,,,,,,
394.0,36.68943452882767,,,,,,,
395.0,34.50342145556211,,,,,,,
396.0,30.68477337902785,,,,,,,
397.0,26.70384312844277,,,,,,,
398.0,23.28787197214365,,,,,,,
399.0,20.07846864354611,,,,,,,
400.0,16.37417329156399,,,,,,,
401.0,11.97784302672744,,,,,,,
402.0,7.41954915970564,,,,,,,
403.0,3.592901910200715,,,,,,,
404.0,1.177595955885947,,,,,,,
405.0,0.2146380872251466,,,,,,,
406.0,0.1354160687241238,,,,,,,
407.0,0.2484681126945652,,,,,,,
408.0,0.2304832310713828,,,,,,,
409.0,0.1526945012938231,,,,,,,
410.0,0.1415323183238506,,,,,,,
411.0,0.1679373614736833,,,,,,,
412.0,0.1545384246623143,,,,,,,
413.0,0.1163936162332539,,,,,,,
414.0,0.108256393827498,,,,,,,
415.0,0.1212243379112333,,,,,,,
416.0,0.1132481501349248,,,,,,,
417.0,0.09015892867278308,,,,,,,
418.0,0.08676685567689128,,,,,,,
419.0,0.09996853137062862,,,,,,,
420.0,0.09930935406149366,,,,,,,
421.0,0.0830570322962012,,,,,,,
422.0,0.07454502759384922,,,,,,,
423.0,0.0770811420378741,,,,,,,
424.0,0.07437401319318451,,,,,,,
425.0,0.06579925061413087,,,,,,,
426.0,0.0650534192849882,,,,,,,
427.0,0.07067790284776129,,,,,,,
428.0,0.06897485936293378,,,,,,,
429.0,0.06079879149072804,,,,,,,
430.0,0.05866700825025328,,,,,,,
431.0,0.06230585081316531,,,,,,,
432.0,0.06144362135371193,,,,,,,
433.0,0.0580765018525999,,,,,,,
434.0,0.06305639142310247,,,,,,,
435.0,0.07442044718982652,,,,,,,
436.0,0.0803700256634038,,,,,,,
437.0,0.08048130783927628,,,,,,,
438.0,0.08426472288253717,,,,,,,
439.0,0.091800962977577,,,,,,,
440.0,0.09496016651159153,,,,,,,
441.0,0.09540690564271063,,,,,,,
442.0,0.1028676101751626,,,,,,,
443.0,0.1168363780961372,,,,,,,
444.0,0.1273299407949671,,,,,,,
445.0,0.1327202372732572,,,,,,,
446.0,0.1406387912607752,,,,,,,
447.0,0.1520069950986654,,,,,,,
448.0,0.1599437843323685,,,,,,,
449.0,0.163996807734482,,,,,,,
450.0,0.1702964752810076,,,,,,,
400.0,,0.1284563466613921,,,,,,
401.0,,0.1127732804841856,,,,,,
402.0,,0.1439340017423181,,,,,,
403.0,,0.1424349270991505,,,,,,
404.0,,0.1619102522638806,,,,,,
405.0,,0.1559530752216433,,,,,,
406.0,,0.1500718122563056,,,,,,
407.0,,0.1655915899306498,,,,,,
408.0,,0.1802246371704196,,,,,,
409.0,,0.2220276879321502,,,,,,
410.0,,0.1977388291712522,,,,,,
411.0,,0.1826481118740917,,,,,,
412.0,,0.1899170761900463,,,,,,
413.0,,0.2059843334332164,,,,,,
414.0,,0.2293999991136492,,,,,,
415.0,,0.240787529463733,,,,,,
416.0,,0.2369022456353182,,,,,,
417.0,,0.2409074130784581,,,,,,
418.0,,0.2393271900659848,,,,,,
419.0,,0.2601172166584402,,,,,,
420.0,,0.2336000906594658,,,,,,
421.0,,0.2764852824309829,,,,,,
422.0,,0.3027656024513995,,,,,,
423.0,,0.2906633711042948,,,,,,
424.0,,0.292872546568663,,,,,,
425.0,,0.3661450681710948,,,,,,
426.0,,0.4244110658777967,,,,,,
427.0,,0.5057213615232854,,,,,,
428.0,,0.6879275774343991,,,,,,
429.0,,2.9944141267348,,,,,,
430.0,,13.70355691207716,,,,,,
431.0,,25.00555247072662,,,,,,
432.0,,28.24334313770163,,,,,,
433.0,,31.09083927937496,,,,,,
434.0,,32.481469365887,,,,,,
435.0,,33.24742082326739,,,,,,
436.0,,33.33891508072094,,,,,,
437.0,,32.87793470968226,,,,,,
438.0,,31.81812810109724,,,,,,
439.0,,30.04945886147322,,,,,,
440.0,,27.65641177907446,,,,,,
441.0,,25.50098330229907,,,,,,
442.0,,24.11208200178114,,,,,,
443.0,,22.69836705794237,,,,,,
444.0,,19.78487189109959,,,,,,
445.0,,17.66050636136651,,,,,,
446.0,,16.54101587566323,,,,,,
447.0,,14.98899502948844,,,,,,
448.0,,12.98470509344999,,,,,,
449.0,,9.421357066571055,,,,,,
450.0,,3.8257517022875,,,,,,
451.0,,1.060870596102967,,,,,,
452.0,,0.4718698973616016,,,,,,
453.0,,0.3883418186165772,,,,,,
454.0,,0.3517491363048711,,,,,,
455.0,,0.3236329031120148,,,,,,
456.0,,0.2876952014872239,,,,,,
457.0,,0.2875631068563563,,,,,,
458.0,,0.2753042548242847,,,,,,
459.0,,0.2640141223256284,,,,,,
460.0,,0.2317611864918207,,,,,,
461.0,,0.237647059201146,,,,,,
462.0,,0.2169638581504395,,,,,,
463.0,,0.1928432712956096,,,,,,
464.0,,0.1918761802364584,,,,,,
465.0,,0.1656857709775288,,,,,,
466.0,,0.168169481767744,,,,,,
467.0,,0.1571326908373565,,,,,,
468.0,,0.1471973408162111,,,,,,
469.0,,0.1270160601016042,,,,,,
470.0,,0.1191616204051885,,,,,,
471.0,,0.1018987783346156,,,,,,
472.0,,0.1232017656834347,,,,,,
473.0,,0.1144289115706469,,,,,,
474.0,,0.1048735932946295,,,,,,
475.0,,0.08591810176884622,,,,,,
476.0,,0.09179135726672605,,,,,,
477.0,,0.08458819084155217,,,,,,
478.0,,0.08108587355953178,,,,,,
479.0,,0.08376362608978315,,,,,,
480.0,,0.07326414715462755,,,,,,
481.0,,0.06986742998127445,,,,,,
482.0,,0.06443478315076608,,,,,,
483.0,,0.06026008890072899,,,,,,
484.0,,0.07140856986437139,,,,,,
485.0,,0.05927704570387889,,,,,,
486.0,,0.06748499102740618,,,,,,
487.0,,0.07116838212541644,,,,,,
488.0,,0.07185288077780311,,,,,,
489.0,,0.07239494327546864,,,,,,
490.0,,0.06679746546058314,,,,,,
491.0,,0.07689643954371594,,,,,,
492.0,,0.06559691737187047,,,,,,
493.0,,0.06574227361699377,,,,,,
494.0,,0.06461041938422457,,,,,,
495.0,,0.06541027339058837,,,,,,
496.0,,0.07408649444299048,,,,,,
497.0,,0.07024068252319839,,,,,,
498.0,,0.07112764141309906,,,,,,
499.0,,0.06760665451251267,,,,,,
