wavelength,excitation,dichroic,emission
396,4.27E-06,0.0006458,2.66E-07
396.2,4.27E-06,0.00070733,2.50E-07
396.4,4.28E-06,0.0005887,2.34E-07
396.6,4.28E-06,0.00084471,2.19E-07
396.8,4.28E-06,0.00104,2.05E-07
397,4.28E-06,0.00137,1.92E-07
397.2,4.29E-06,0.00217,1.80E-07
397.4,4.29E-06,0.00308,1.69E-07
397.6,4.29E-06,0.0039,1.58E-07
397.8,4.30E-06,0.00479,1.48E-07
398,4.30E-06,0.00538,1.38E-07
398.2,4.30E-06,0.00605,1.30E-07
398.4,4.30E-06,0.00672,1.21E-07
398.6,4.31E-06,0.00754,1.14E-07
398.8,4.31E-06,0.00822,1.07E-07
399,4.31E-06,0.00916,1.00E-07
399.2,4.32E-06,0.01034,1.00E-07
399.4,4.32E-06,0.01153,1.00E-07
399.6,3.98E-06,0.01291,1.00E-07
399.8,3.05E-06,0.01385,1.00E-07
400,2.34E-06,0.01473,1.00E-07
400.2,1.80E-06,0.0153,1.00E-07
400.4,1.38E-06,0.01529,1.00E-07
400.6,1.06E-06,0.01543,1.00E-07
400.8,8.15E-07,0.01503,1.00E-07
401,6.26E-07,0.01456,1.00E-07
401.2,5.25E-07,0.0143,1.00E-07
401.4,5.23E-07,0.01471,1.00E-07
401.6,5.22E-07,0.0158,1.00E-07
401.8,4.16E-07,0.018,1.00E-07
402,3.14E-07,0.02079,1.00E-07
402.2,3.45E-07,0.02345,1.00E-07
402.4,1.06E-06,0.02579,1.00E-07
402.6,1.27E-06,0.02709,1.00E-07
402.8,1.27E-06,0.02794,1.00E-07
403,1.05E-06,0.02819,1.00E-07
403.2,5.50E-07,0.02762,1.00E-07
403.4,2.89E-07,0.02587,1.00E-07
403.6,2.76E-07,0.02379,1.00E-07
403.8,3.47E-07,0.02128,1.00E-07
404,5.31E-07,0.01891,1.00E-07
404.2,8.12E-07,0.01773,1.00E-07
404.4,8.72E-07,0.01774,1.00E-07
404.6,8.66E-07,0.01928,1.00E-07
404.8,6.87E-07,0.02233,1.00E-07
405,3.15E-07,0.02639,1.00E-07
405.2,2.81E-07,0.0308,1.00E-07
405.4,2.80E-07,0.03471,1.00E-07
405.6,2.79E-07,0.03793,1.00E-07
405.8,2.79E-07,0.04052,1.00E-07
406,2.80E-07,0.04151,1.00E-07
406.2,4.12E-07,0.04217,1.00E-07
406.4,5.07E-07,0.04122,1.00E-07
406.6,3.86E-07,0.0401,1.00E-07
406.8,2.93E-07,0.03766,1.00E-07
407,2.82E-07,0.03458,1.00E-07
407.2,2.85E-07,0.03212,1.00E-07
407.4,3.31E-07,0.02958,1.00E-07
407.6,5.36E-07,0.02725,1.00E-07
407.8,4.42E-07,0.0249,1.00E-07
408,3.28E-07,0.02275,1.00E-07
408.2,2.67E-07,0.02043,1.00E-07
408.4,2.61E-07,0.01803,1.00E-07
408.6,2.54E-07,0.01545,1.00E-07
408.8,2.72E-07,0.01309,1.00E-07
409,2.90E-07,0.01088,1.00E-07
409.2,2.94E-07,0.00878,1.00E-07
409.4,2.98E-07,0.00728,1.00E-07
409.6,2.97E-07,0.00622,1.00E-07
409.8,2.96E-07,0.0055,1.00E-07
410,2.93E-07,0.00527,1.00E-07
410.2,2.88E-07,0.00551,1.00E-07
410.4,4.07E-07,0.00616,1.00E-07
410.6,6.20E-07,0.00718,1.00E-07
410.8,8.31E-07,0.00876,1.00E-07
411,8.27E-07,0.01073,1.00E-07
411.2,8.23E-07,0.01254,1.00E-07
411.4,4.52E-07,0.0139,1.00E-07
411.6,2.70E-07,0.0149,1.00E-07
411.8,2.66E-07,0.01527,1.00E-07
412,2.62E-07,0.01514,1.00E-07
412.2,2.60E-07,0.01462,1.00E-07
412.4,2.57E-07,0.01385,1.00E-07
412.6,3.18E-07,0.01235,1.00E-07
412.8,6.86E-07,0.01122,1.00E-07
413,8.50E-07,0.01002,1.00E-07
413.2,9.58E-07,0.00918,1.00E-07
413.4,8.71E-07,0.00861,1.00E-07
413.6,5.06E-07,0.00819,1.00E-07
413.8,2.94E-07,0.0082,1.00E-07
414,5.67E-07,0.00828,1.00E-07
414.2,8.59E-07,0.00863,1.00E-07
414.4,4.93E-07,0.00895,1.00E-07
414.6,2.82E-07,0.00948,1.00E-07
414.8,2.55E-07,0.01013,1.00E-07
415,2.53E-07,0.01072,1.00E-07
415.2,2.31E-07,0.01187,1.00E-07
415.4,1.75E-07,0.01321,1.00E-07
415.6,1.69E-07,0.01463,1.00E-07
415.8,1.68E-07,0.01583,1.00E-07
416,1.68E-07,0.01681,1.00E-07
416.2,1.67E-07,0.01772,1.00E-07
416.4,1.66E-07,0.01824,1.00E-07
416.6,3.52E-07,0.01868,1.00E-07
416.8,6.02E-07,0.01914,1.00E-07
417,4.56E-07,0.01989,1.00E-07
417.2,3.46E-07,0.02082,1.00E-07
417.4,2.63E-07,0.02214,1.00E-07
417.6,2.00E-07,0.02351,1.00E-07
417.8,2.01E-07,0.02497,1.00E-07
418,4.33E-07,0.02602,1.00E-07
418.2,4.93E-07,0.02628,1.00E-07
418.4,4.94E-07,0.02613,1.00E-07
418.6,5.64E-07,0.02512,1.00E-07
418.8,8.69E-07,0.02358,1.00E-07
419,1.34E-06,0.02151,1.00E-07
419.2,1.28E-06,0.01877,1.00E-07
419.4,1.06E-06,0.01594,1.00E-07
419.6,8.45E-07,0.01294,1.00E-07
419.8,6.76E-07,0.01066,1.00E-07
420,8.39E-07,0.00915,1.00E-07
420.2,1.15E-06,0.00882,1.00E-07
420.4,1.29E-06,0.00944,1.00E-07
420.6,8.52E-07,0.01103,1.00E-07
420.8,1.00E-06,0.01337,1.00E-07
421,1.31E-06,0.01654,1.00E-07
421.2,1.64E-06,0.01933,1.00E-07
421.4,1.87E-06,0.02142,1.00E-07
421.6,2.13E-06,0.02286,1.00E-07
421.8,2.51E-06,0.02329,1.00E-07
422,3.00E-06,0.02318,1.00E-07
422.2,3.63E-06,0.02217,1.00E-07
422.4,4.40E-06,0.02038,1.00E-07
422.6,6.17E-06,0.01785,1.00E-07
422.8,8.94E-06,0.01523,1.00E-07
423,8.08E-05,0.01208,1.00E-07
423.2,0.00251,0.00918,1.00E-07
423.4,0.00256,0.0069,1.00E-07
423.6,0.00278,0.00554,1.00E-07
423.8,0.00407,0.00508,1.00E-07
424,0.01471,0.00527,1.00E-07
424.2,0.01193,0.00584,1.00E-07
424.4,0.03959,0.00647,1.00E-07
424.6,0.26993,0.00695,1.00E-07
424.8,0.73314,0.00751,1.00E-07
425,0.88854,0.00764,1.00E-07
425.2,0.96079,0.00765,1.00E-07
425.4,0.97647,0.00734,1.00E-07
425.6,0.97904,0.00689,1.00E-07
425.8,0.96548,0.00628,1.00E-07
426,0.96832,0.00547,1.00E-07
426.2,0.97332,0.00451,1.00E-07
426.4,0.97061,0.00342,1.00E-07
426.6,0.97113,0.00249,1.00E-07
426.8,0.97574,0.00181,1.00E-07
427,0.9718,0.00169,1.00E-07
427.2,0.96456,0.00162,1.00E-07
427.4,0.96219,0.00139,1.00E-07
427.6,0.96541,0.00146,1.00E-07
427.8,0.97136,0.0015,1.00E-07
428,0.97657,0.00164,1.00E-07
428.2,0.97377,0.00177,1.00E-07
428.4,0.97285,0.00189,1.00E-07
428.6,0.97026,0.00211,1.00E-07
428.8,0.97258,0.00224,1.00E-07
429,0.97549,0.00258,1.00E-07
429.2,0.97553,0.00296,1.00E-07
429.4,0.97359,0.00354,1.00E-07
429.6,0.96997,0.00476,1.00E-07
429.8,0.96699,0.00706,1.00E-07
430,0.96197,0.01077,1.00E-07
430.2,0.96039,0.01576,1.00E-07
430.4,0.96444,0.02093,1.00E-07
430.6,0.9646,0.02587,1.00E-07
430.8,0.96223,0.03014,1.00E-07
431,0.94946,0.03335,1.00E-07
431.2,0.92771,0.03601,1.00E-07
431.4,0.90461,0.03733,1.00E-07
431.6,0.88701,0.03748,1.00E-07
431.8,0.88209,0.03635,1.00E-07
432,0.88886,0.03317,1.00E-07
432.2,0.90229,0.02847,1.00E-07
432.4,0.91936,0.02314,1.00E-07
432.6,0.93117,0.01824,1.00E-07
432.8,0.93319,0.01434,1.00E-07
433,0.93492,0.01156,1.00E-07
433.2,0.93319,0.00926,1.00E-07
433.4,0.93924,0.00734,1.00E-07
433.6,0.94858,0.00571,1.00E-07
433.8,0.95689,0.00452,1.00E-07
434,0.96342,0.00355,1.00E-07
434.2,0.96632,0.00285,1.00E-07
434.4,0.96444,0.00241,1.00E-07
434.6,0.96068,0.00204,1.00E-07
434.8,0.95946,0.00181,1.00E-07
435,0.9613,0.0017,1.00E-07
435.2,0.96531,0.0016,1.00E-07
435.4,0.97027,0.00158,1.00E-07
435.6,0.97533,0.00146,1.00E-07
435.8,0.97775,0.00142,1.00E-07
436,0.97633,0.00137,1.00E-07
436.2,0.97737,0.00145,1.00E-07
436.4,0.97413,0.00154,1.00E-07
436.6,0.97553,0.00157,1.00E-07
436.8,0.97869,0.00159,1.00E-07
437,0.97974,0.0017,1.00E-07
437.2,0.98117,0.00184,1.00E-07
437.4,0.98159,0.00204,1.00E-07
437.6,0.97858,0.00219,1.00E-07
437.8,0.97611,0.00228,1.00E-07
438,0.97266,0.00264,1.00E-07
438.2,0.97191,0.00284,1.00E-07
438.4,0.96868,0.00307,1.00E-07
438.6,0.96695,0.00332,1.00E-07
438.8,0.96433,0.00345,1.00E-07
439,0.96088,0.00356,1.00E-07
439.2,0.95922,0.00358,1.00E-07
439.4,0.95695,0.00376,1.00E-07
439.6,0.95655,0.00375,1.00E-07
439.8,0.95511,0.00372,1.00E-07
440,0.95653,0.00365,1.00E-07
440.2,0.95983,0.00363,1.00E-07
440.4,0.96306,0.00352,1.00E-07
440.6,0.96617,0.00352,1.00E-07
440.8,0.96769,0.00359,1.00E-07
441,0.9672,0.0036,1.00E-07
441.2,0.96629,0.00379,1.00E-07
441.4,0.96206,0.00426,1.00E-07
441.6,0.95666,0.0048,1.00E-07
441.8,0.95252,0.0058,1.00E-07
442,0.94824,0.00734,1.00E-07
442.2,0.94845,0.00949,1.00E-07
442.4,0.95107,0.01196,1.00E-07
442.6,0.95328,0.01446,1.00E-07
442.8,0.95993,0.01644,1.00E-07
443,0.96789,0.01784,1.00E-07
443.2,0.97297,0.01878,1.00E-07
443.4,0.97732,0.01924,1.00E-07
443.6,0.98085,0.01937,1.00E-07
443.8,0.9828,0.01894,1.00E-07
444,0.98398,0.01804,1.00E-07
444.2,0.98528,0.01648,1.02E-07
444.4,0.98583,0.01452,1.10E-07
444.6,0.98595,0.01215,1.18E-07
444.8,0.98495,0.00966,1.35E-07
445,0.9825,0.00748,1.56E-07
445.2,0.97922,0.00581,1.60E-07
445.4,0.97258,0.00471,1.08E-07
445.6,0.96687,0.00388,1.39E-07
445.8,0.96046,0.00341,2.10E-07
446,0.95589,0.00312,2.52E-07
446.2,0.95602,0.00287,1.67E-07
446.4,0.95771,0.00269,1.11E-07
446.6,0.96258,0.00253,1.00E-07
446.8,0.96461,0.00247,1.00E-07
447,0.96663,0.00241,1.00E-07
447.2,0.97149,0.00238,1.00E-07
447.4,0.97091,0.0024,1.43E-07
447.6,0.97266,0.00236,2.30E-07
447.8,0.96999,0.00228,2.75E-07
448,0.96579,0.00235,1.18E-07
448.2,0.96501,0.00244,1.00E-07
448.4,0.96173,0.00247,1.00E-07
448.6,0.96066,0.00256,1.01E-07
448.8,0.96164,0.00265,1.06E-07
449,0.96163,0.00284,1.12E-07
449.2,0.96381,0.00296,1.06E-07
449.4,0.9651,0.00328,1.00E-07
449.6,0.96891,0.00356,1.00E-07
449.8,0.96984,0.00392,1.00E-07
450,0.97075,0.00436,1.00E-07
450.2,0.97374,0.00508,1.00E-07
450.4,0.97624,0.00604,1.00E-07
450.6,0.98103,0.00707,1.00E-07
450.8,0.9837,0.00872,1.30E-07
451,0.98198,0.01075,1.80E-07
451.2,0.97838,0.01345,2.08E-07
451.4,0.97256,0.01696,1.50E-07
451.6,0.95753,0.02139,1.09E-07
451.8,0.93631,0.02611,1.00E-07
452,0.91385,0.03147,1.01E-07
452.2,0.89269,0.03694,1.03E-07
452.4,0.87997,0.04223,1.05E-07
452.6,0.88067,0.0476,1.04E-07
452.8,0.87859,0.05253,1.02E-07
453,0.85125,0.05681,1.00E-07
453.2,0.73582,0.06074,1.00E-07
453.4,0.4777,0.06364,1.00E-07
453.6,0.19666,0.06641,1.00E-07
453.8,0.05473,0.06847,1.00E-07
454,0.01339,0.07026,1.00E-07
454.2,0.00386,0.07165,1.00E-07
454.4,0.00126,0.07363,1.61E-07
454.6,0.00047198,0.07617,2.37E-07
454.8,0.00019907,0.0801,1.94E-07
455,8.57E-05,0.0852,1.58E-07
455.2,5.68E-05,0.09164,2.02E-07
455.4,2.08E-05,0.10058,2.96E-07
455.6,9.10E-06,0.11111,2.65E-07
455.8,3.98E-06,0.1238,1.64E-07
456,2.40E-06,0.13869,3.23E-07
456.2,1.55E-06,0.15644,1.09E-07
456.4,9.38E-07,0.17566,1.00E-07
456.6,4.89E-07,0.19646,2.52E-07
456.8,3.86E-07,0.21953,3.38E-07
457,3.27E-07,0.24467,1.30E-07
457.2,3.51E-07,0.27038,5.34E-07
457.4,6.05E-07,0.29701,6.78E-07
457.6,1.04E-06,0.32398,8.62E-07
457.8,3.69E-07,0.35041,9.46E-07
458,1.71E-07,0.37842,9.96E-07
458.2,2.94E-07,0.40503,1.13E-06
458.4,5.06E-07,0.43315,1.61E-06
458.6,6.04E-07,0.46173,2.12E-06
458.8,6.58E-07,0.49401,2.73E-06
459,5.11E-07,0.52856,3.72E-06
459.2,1.67E-07,0.56476,5.89E-06
459.4,1.38E-07,0.60501,9.32E-06
459.6,1.37E-07,0.64629,0.00049569
459.8,1.74E-07,0.68918,0.00067508
460,3.74E-07,0.73224,0.00089597
460.2,8.07E-07,0.7744,0.00122
460.4,7.88E-07,0.81529,0.00176
460.6,6.31E-07,0.85385,0.00273
460.8,5.16E-07,0.88537,0.01167
461,4.22E-07,0.91385,0.85319
461.2,6.41E-07,0.93421,0.95494
461.4,1.11E-06,0.94847,0.96509
461.6,1.29E-06,0.95793,0.97259
461.8,6.01E-07,0.96383,0.97103
462,6.22E-07,0.9662,0.97215
462.2,7.30E-07,0.9667,0.97368
462.4,6.35E-07,0.96695,0.97254
462.6,3.12E-07,0.96187,0.97504
462.8,1.54E-07,0.95921,0.97505
463,1.98E-07,0.95514,0.97008
463.2,2.45E-07,0.95522,0.97073
463.4,1.86E-07,0.95589,0.97522
463.6,1.41E-07,0.95549,0.97636
463.8,2.36E-07,0.95505,0.97438
464,4.79E-07,0.95715,0.97713
464.2,7.61E-07,0.95892,0.98116
464.4,6.66E-07,0.96065,0.9821
464.6,3.78E-07,0.96099,0.97881
464.8,1.98E-07,0.96274,0.97913
465,1.57E-07,0.96281,0.98481
465.2,2.95E-07,0.96251,0.98934
465.4,5.53E-07,0.96354,0.98726
465.6,2.53E-07,0.96311,0.98243
465.8,1.36E-07,0.96396,0.98045
466,1.79E-07,0.96414,0.9816
466.2,2.34E-07,0.96459,0.98474
466.4,3.72E-07,0.96666,0.97979
466.6,6.13E-07,0.96953,0.97124
466.8,6.62E-07,0.97179,0.96369
467,2.85E-07,0.97393,0.96298
467.2,1.98E-07,0.97533,0.96468
467.4,1.51E-07,0.97635,0.96539
467.6,1.36E-07,0.9783,0.96168
467.8,1.80E-07,0.97806,0.95288
468,2.37E-07,0.97889,0.94847
468.2,1.72E-07,0.97992,0.94376
468.4,1.25E-07,0.97917,0.94071
468.6,1.25E-07,0.9801,0.93993
468.8,1.24E-07,0.97859,0.93934
469,2.45E-07,0.97935,0.93511
469.2,5.60E-07,0.9799,0.9266
469.4,8.01E-07,0.97902,0.91883
469.6,3.96E-07,0.98001,0.91558
469.8,2.76E-07,0.97967,0.91345
470,2.08E-07,0.97932,0.91149
470.2,1.84E-07,0.97886,0.90851
470.4,2.39E-07,0.97973,0.90304
470.6,3.11E-07,0.97879,0.89816
470.8,1.74E-07,0.97437,0.89691
471,1.33E-07,0.97334,0.89833
471.2,3.14E-07,0.97124,0.90302
471.4,7.41E-07,0.96763,0.908
471.6,4.31E-07,0.96643,0.91173
471.8,1.83E-07,0.96282,0.91443
472,1.09E-07,0.96042,0.91834
472.2,1.49E-07,0.95903,0.92593
472.4,1.34E-07,0.95691,0.93479
472.6,1.12E-07,0.95662,0.94429
472.8,1.00E-07,0.9583,0.9519
473,1.00E-07,0.95762,0.95781
473.2,1.00E-07,0.95883,0.96115
473.4,2.12E-07,0.96095,0.96414
473.6,3.79E-07,0.96153,0.96918
473.8,3.45E-07,0.96356,0.97648
474,3.13E-07,0.96581,0.98119
474.2,2.79E-07,0.96647,0.98202
474.4,2.46E-07,0.96823,0.97852
474.6,1.92E-07,0.97124,0.97113
474.8,1.09E-07,0.97302,0.96265
475,1.00E-07,0.97343,0.95845
475.2,1.00E-07,0.97433,0.95761
475.4,1.00E-07,0.97422,0.96045
475.6,1.00E-07,0.97377,0.96496
475.8,1.00E-07,0.97423,0.96969
476,1.00E-07,0.97331,0.97254
476.2,1.00E-07,0.9746,0.97442
476.4,1.00E-07,0.97483,0.97561
476.6,1.00E-07,0.97382,0.97722
476.8,1.46E-07,0.9749,0.97886
477,2.37E-07,0.97532,0.98052
477.2,2.93E-07,0.97559,0.98049
477.4,1.79E-07,0.97735,0.98058
477.6,1.88E-07,0.9773,0.9801
477.8,2.20E-07,0.9791,0.98134
478,2.19E-07,0.97962,0.98258
478.2,1.53E-07,0.97837,0.98379
478.4,1.07E-07,0.97997,0.98305
478.6,1.00E-07,0.97932,0.97983
478.8,1.27E-07,0.97973,0.97457
479,2.49E-07,0.97828,0.96898
479.2,4.90E-07,0.97618,0.96442
479.4,5.47E-07,0.97592,0.9643
479.6,5.44E-07,0.97373,0.96861
479.8,5.58E-07,0.97043,0.97248
480,6.07E-07,0.96876,0.97552
480.2,5.58E-07,0.96692,0.97447
480.4,4.96E-07,0.96473,0.97134
480.6,4.57E-07,0.96364,0.96775
480.8,4.55E-07,0.96162,0.96824
481,4.53E-07,0.96096,0.97185
481.2,3.09E-07,0.95835,0.9775
481.4,2.34E-07,0.95913,0.98391
481.6,2.61E-07,0.96007,0.98763
481.8,2.91E-07,0.95926,0.98715
482,3.86E-07,0.95912,0.98444
482.2,5.31E-07,0.95784,0.98241
482.4,4.50E-07,0.95835,0.98192
482.6,1.26E-07,0.9587,0.98312
482.8,1.70E-07,0.95986,0.98495
483,3.24E-07,0.96065,0.98375
483.2,4.87E-07,0.9622,0.98084
483.4,4.24E-07,0.96199,0.97696
483.6,3.70E-07,0.96183,0.97489
483.8,1.79E-07,0.95948,0.97479
484,1.12E-07,0.9578,0.97546
484.2,1.59E-07,0.95762,0.97554
484.4,2.24E-07,0.95631,0.9747
484.6,1.80E-07,0.9566,0.97195
484.8,1.27E-07,0.95815,0.97177
485,1.27E-07,0.95939,0.974
485.2,2.80E-07,0.96028,0.97658
485.4,2.12E-07,0.9627,0.97973
485.6,1.35E-07,0.96286,0.98035
485.8,1.40E-07,0.96674,0.98203
486,3.67E-07,0.96832,0.98341
486.2,9.66E-07,0.96803,0.98517
486.4,3.72E-07,0.96837,0.98553
486.6,1.92E-07,0.9691,0.98342
486.8,3.90E-07,0.96645,0.98187
487,7.91E-07,0.96258,0.97853
487.2,8.41E-07,0.95793,0.97156
487.4,7.79E-07,0.95496,0.97092
487.6,6.37E-07,0.95116,0.96646
487.8,3.93E-07,0.94296,0.96795
488,4.47E-07,0.93393,0.89182
488.2,5.64E-07,0.92231,0.47596
488.4,7.14E-07,0.90799,0.07637
488.6,9.16E-07,0.89177,0.01088
488.8,1.18E-06,0.87217,0.00463
489,8.04E-07,0.85068,0.00344
489.2,5.82E-07,0.82499,9.03E-05
489.4,6.07E-07,0.79754,3.42E-05
489.6,6.33E-07,0.76924,9.15E-06
489.8,8.25E-07,0.73952,1.83E-06
490,1.13E-06,0.70835,1.32E-06
490.2,1.10E-06,0.67664,9.29E-07
490.4,5.11E-07,0.64759,2.22E-06
490.6,2.73E-07,0.62026,8.05E-07
490.8,1.51E-07,0.59364,5.81E-07
491,1.31E-07,0.5721,5.64E-07
491.2,3.18E-07,0.55463,4.65E-07
491.4,7.74E-07,0.53981,3.28E-07
491.6,3.41E-07,0.52747,3.00E-07
491.8,1.81E-07,0.51691,5.26E-07
492,3.55E-07,0.50603,2.30E-07
492.2,6.96E-07,0.49558,1.18E-07
492.4,1.02E-06,0.48351,1.75E-07
492.6,1.41E-06,0.46991,2.60E-07
492.8,1.78E-06,0.45492,1.33E-07
493,1.82E-06,0.43582,3.67E-07
493.2,2.13E-06,0.41409,1.92E-07
493.4,2.56E-06,0.38731,1.05E-07
493.6,3.35E-06,0.35896,1.00E-07
493.8,5.31E-06,0.3287,1.45E-07
494,8.41E-06,0.29716,2.07E-07
494.2,1.52E-05,0.26434,2.10E-07
494.4,2.67E-05,0.23227,1.00E-07
494.6,4.13E-05,0.20119,1.00E-07
494.8,6.39E-05,0.17203,1.82E-07
495,0.00011287,0.14584,2.27E-07
495.2,0.00020528,0.12259,1.04E-07
495.4,0.000694,0.10272,1.71E-07
495.6,0.00289,0.08583,1.00E-07
495.8,0.00387,0.07233,1.00E-07
496,0.00567,0.06101,1.00E-07
496.2,0.01015,0.05222,1.00E-07
496.4,0.02597,0.04519,1.87E-07
496.6,0.05758,0.03953,2.39E-07
496.8,0.16978,0.03513,2.13E-07
497,0.44508,0.03153,1.94E-07
497.2,0.77766,0.0287,1.21E-07
497.4,0.94371,0.02642,1.12E-07
497.6,0.97045,0.0246,1.39E-07
497.8,0.97047,0.02332,1.04E-07
498,0.97311,0.02231,1.00E-07
498.2,0.97302,0.02165,1.43E-07
498.4,0.97119,0.02122,1.35E-07
498.6,0.96924,0.02112,1.02E-07
498.8,0.97124,0.02117,1.00E-07
499,0.97352,0.02151,1.00E-07
499.2,0.97673,0.02222,1.00E-07
499.4,0.97793,0.02306,2.49E-07
499.6,0.97884,0.02401,2.61E-07
499.8,0.97764,0.02515,1.47E-07
500,0.97651,0.02842,1.31E-07
500.2,0.97463,0.0323,2.06E-07
500.4,0.97641,0.03352,1.07E-07
500.6,0.97724,0.03447,1.26E-07
500.8,0.97851,0.03512,2.14E-07
501,0.98196,0.03532,1.04E-07
501.2,0.98347,0.03527,1.32E-07
501.4,0.98293,0.03469,1.08E-07
501.6,0.98217,0.03369,1.00E-07
501.8,0.97929,0.03243,1.00E-07
502,0.97678,0.0309,1.00E-07
502.2,0.97653,0.02909,1.00E-07
502.4,0.97387,0.02709,1.00E-07
502.6,0.97233,0.0251,1.00E-07
502.8,0.9708,0.02317,1.00E-07
503,0.97008,0.02137,1.00E-07
503.2,0.9688,0.01973,1.00E-07
503.4,0.97078,0.01837,1.48E-07
503.6,0.9697,0.01703,1.00E-07
503.8,0.96888,0.01596,1.00E-07
504,0.9701,0.01513,1.00E-07
504.2,0.96982,0.01437,1.00E-07
504.4,0.96958,0.01383,1.16E-07
504.6,0.97004,0.01329,1.76E-07
504.8,0.97057,0.01296,2.65E-07
505,0.97179,0.01275,2.68E-07
505.2,0.97605,0.0126,2.70E-07
505.4,0.9766,0.01253,2.73E-07
505.6,0.98013,0.01246,2.75E-07
505.8,0.984,0.01246,2.78E-07
506,0.98611,0.01264,2.80E-07
506.2,0.98769,0.0127,2.83E-07
506.4,0.98839,0.0129,2.86E-07
506.6,0.98754,0.01319,2.88E-07
506.8,0.98392,0.01348,2.91E-07
507,0.98435,0.01388,2.94E-07
507.2,0.98143,0.01426,2.96E-07
507.4,0.9805,0.01478,2.99E-07
507.6,0.97766,0.01543,3.02E-07
507.8,0.97586,0.01605,3.05E-07
508,0.97514,0.01676,3.08E-07
508.2,0.97462,0.01767,3.10E-07
508.4,0.97545,0.0187,3.12E-07
508.6,0.97462,0.01982,3.13E-07
508.8,0.97572,0.02103,3.14E-07
509,0.97494,0.02249,3.15E-07
509.2,0.97265,0.02401,3.16E-07
509.4,0.97413,0.02576,3.18E-07
509.6,0.97427,0.0277,3.19E-07
509.8,0.97263,0.02966,3.20E-07
510,0.97364,0.03161,3.21E-07
510.2,0.97333,0.03373,3.22E-07
510.4,0.97413,0.03584,3.23E-07
510.6,0.97389,0.03772,3.24E-07
510.8,0.97541,0.03952,3.25E-07
511,0.97589,0.0412,3.26E-07
511.2,0.97739,0.04264,3.27E-07
511.4,0.97777,0.04391,3.28E-07
511.6,0.97823,0.0448,3.29E-07
511.8,0.97661,0.04525,3.30E-07
512,0.97821,0.0454,1.70E-07
512.2,0.97906,0.04546,1.00E-07
512.4,0.97766,0.04463,1.00E-07
512.6,0.97974,0.04361,1.00E-07
512.8,0.97973,0.04227,1.17E-07
513,0.98006,0.04058,1.44E-07
513.2,0.98028,0.03872,1.73E-07
513.4,0.98135,0.03652,1.98E-07
513.6,0.98358,0.03442,1.64E-07
513.8,0.98753,0.03221,1.23E-07
514,0.98876,0.02995,1.09E-07
514.2,0.9903,0.02771,1.54E-07
514.4,0.98991,0.02574,2.17E-07
514.6,0.99124,0.02381,1.52E-07
514.8,0.98998,0.02203,1.09E-07
515,0.98902,0.02046,1.47E-07
515.2,0.98687,0.01912,1.99E-07
515.4,0.98518,0.01795,1.73E-07
515.6,0.98212,0.01691,1.33E-07
515.8,0.98103,0.01604,1.08E-07
516,0.98071,0.01543,1.01E-07
516.2,0.98081,0.01476,1.06E-07
516.4,0.98219,0.01434,1.15E-07
516.6,0.98314,0.01395,1.26E-07
516.8,0.98359,0.01372,1.46E-07
517,0.98608,0.01356,1.68E-07
517.2,0.98758,0.01341,1.31E-07
517.4,0.9891,0.01333,1.05E-07
517.6,0.98863,0.01339,1.24E-07
517.8,0.99054,0.01358,1.46E-07
518,0.98789,0.01374,1.32E-07
518.2,0.98724,0.01396,1.12E-07
518.4,0.98716,0.01431,1.00E-07
518.6,0.98428,0.01472,1.00E-07
518.8,0.98366,0.01534,1.00E-07
519,0.98437,0.01608,1.00E-07
519.2,0.97893,0.01692,1.03E-07
519.4,0.97814,0.01789,1.16E-07
519.6,0.97613,0.01899,1.31E-07
519.8,0.97086,0.02026,1.15E-07
520,0.96598,0.02171,1.05E-07
520.2,0.96124,0.02347,1.22E-07
520.4,0.95591,0.02559,1.42E-07
520.6,0.95326,0.02818,1.48E-07
520.8,0.95242,0.03106,1.49E-07
521,0.95633,0.03452,1.50E-07
521.2,0.95982,0.03874,1.50E-07
521.4,0.96468,0.04338,1.33E-07
521.6,0.96974,0.04906,1.13E-07
521.8,0.97648,0.05566,1.02E-07
522,0.98521,0.06349,1.08E-07
522.2,0.9597,0.07262,1.14E-07
522.4,0.8396,0.08313,1.25E-07
522.6,0.57671,0.09526,1.28E-07
522.8,0.29972,0.10898,1.14E-07
523,0.12723,0.12424,1.02E-07
523.2,0.05015,0.14154,1.12E-07
523.4,0.01976,0.16058,1.30E-07
523.6,0.00889,0.18063,1.38E-07
523.8,0.00415,0.20272,1.16E-07
524,0.002,0.22577,1.11E-07
524.2,0.00101,0.24995,1.08E-07
524.4,0.00053323,0.27578,1.15E-07
524.6,0.00029772,0.30206,1.50E-07
524.8,0.00019571,0.32753,1.94E-07
525,0.00011243,0.35312,1.98E-07
525.2,6.46E-05,0.37971,2.13E-07
525.4,3.91E-05,0.40558,3.08E-07
525.6,2.40E-05,0.43152,4.45E-07
525.8,1.49E-05,0.45761,5.66E-07
526,9.65E-06,0.48241,6.94E-07
526.2,6.40E-06,0.50786,9.01E-07
526.4,4.33E-06,0.53212,1.38E-06
526.6,3.40E-06,0.55738,2.05E-06
526.8,2.31E-06,0.58265,3.03E-06
527,1.82E-06,0.60822,4.80E-06
527.2,1.64E-06,0.63335,9.26E-06
527.4,9.71E-07,0.66031,1.79E-05
